model_tag,condition,condition_family,layer,n_points,d_model,centroid_norm,abs_disp_l2_mean,rel_disp_l2_mean,pairwise_l2_mean,pairwise_cosine_distance_mean,cos_to_centroid_mean,cos_to_centroid_std,angular_disp_to_centroid,effective_rank_pr,spectral_entropy,spectral_entropy_norm,top1_pc_variance_share,cov_trace
base,target,target,10,100,3840,3493.2780163379257,1470.5976386170637,0.42097927268861374,1818.5733337089234,0.03898375213114749,0.9790452057274592,0.004316560534922747,0.020954794272540767,1.3330463984363348,0.6261501132747476,0.13596676951915945,0.8635945681684334,2390204.409096448
base,target,target,11,100,3840,6805.589068506002,1830.5627499538334,0.2689793244239602,2311.0307066415544,0.011976777923474862,0.9939218385945091,0.001704109317761724,0.0060781614054908895,1.2504309756564902,0.5355840896717605,0.11630060736981099,0.8928801449912298,3939725.329322414
base,target,target,12,100,3840,7269.673622408204,1860.97537434597,0.25599159893638934,2387.6097821013354,0.012705747188753903,0.9935841061484019,0.002170823290502095,0.006415893851598131,1.3058865100634884,0.6205067598702054,0.13474133089764817,0.873157784730397,4117984.067527417
base,target,target,13,100,3840,8255.321659429866,1890.8292237768171,0.2290436765255495,2518.911094310854,0.0114038316129871,0.9942707022349963,0.001988118740244974,0.005729297765003749,1.3457287920994194,0.6831495903059448,0.1483440486921695,0.8597908259842655,4436525.149481277
base,target,target,14,100,3840,14672.175728176606,2230.0706811266746,0.15199318236381412,3032.93077977612,0.004581390921744388,0.997719685991681,0.0008029243205355383,0.002280314008318962,1.2886504599859758,0.6164348152559489,0.13385711935935451,0.8793660056494342,6775306.228124828
base,target,target,15,100,3840,19162.66096866097,2701.807599235251,0.14099334135555838,3683.5391295256745,0.0031129387514112934,0.9984530560097983,0.0005884608161590386,0.0015469439902017212,1.2257851875663859,0.5262025779106048,0.11426343797492079,0.9022538287806442,10005317.48985409
base,target,target,16,100,3840,23654.143173625274,2302.5762242605037,0.09734346356827293,3255.678374023529,0.002458904332425146,0.9987808250642396,0.0004826959739704439,0.0012191749357604031,1.4641834731986594,0.8504022811388813,0.18466250904827697,0.8230122373924994,6971989.105456328
base,target,target,17,100,3840,26557.858324260174,3246.1984494488215,0.1222311833211141,4467.21952126905,0.0022515092887852657,0.9988823257963411,0.00033166347117128764,0.001117674203658936,1.2363233677705792,0.5595249646596019,0.12149930231938853,0.8984671244779799,13686232.84973968
base,target,target,18,100,3840,31807.7194366156,3066.052554818479,0.09639334756232096,4548.1869413323475,0.001990937164563873,0.9990124229379255,0.0003797779038128008,0.0009875770620745294,1.2749866876061675,0.6325415597764188,0.13735465449268727,0.8844848063010418,15517916.801951768
base,target,target,19,100,3840,36460.712989706204,3692.268796468507,0.10126704865894777,5574.071235063183,0.001898586307480049,0.9990578687819334,0.0003488196434312509,0.000942131218066633,1.205321758323323,0.5156088094679316,0.11196303038631392,0.9101767887552019,24946985.70142261
base,target,target,20,100,3840,40008.35830545599,4436.601431342254,0.11089186408174186,6704.319691175751,0.0017604306043645887,0.999126212974676,0.00031302475447206687,0.0008737870253240354,1.1540110930919547,0.42065962115423866,0.09134507611339912,0.9304948645262753,35895749.94478691
base,target,target,21,100,3840,43239.46405242238,4524.923774281216,0.10464800786603919,6833.878943837902,0.0017523236563107456,0.9991304050904977,0.000313346833711881,0.0008695949095023359,1.176126537686418,0.46456695191089786,0.10087943184475814,0.9215853310328858,37320541.26654914
base,target,target,22,100,3840,48888.00289434863,6231.086076056757,0.1274563432162016,8765.830090490193,0.0017927588436614315,0.9991086116809264,0.00038625653422828175,0.0008913883190736493,1.1269104568362172,0.3638488770373207,0.07900877977200159,0.9417364682177227,61492795.22362575
base,target,target,23,100,3840,54817.446520445475,7733.122617980158,0.14107046403731893,10546.840020999185,0.0021392727053855852,0.9989352133630098,0.0004314278964448332,0.001064786636990167,1.1336767024508723,0.3744142662231952,0.08130302488329437,0.9388596963992599,87130837.08443098
base,target,target,24,100,3840,63125.855036007066,10973.620548792538,0.1738371787999255,14252.203902314568,0.002420578904869108,0.9987890459840522,0.0005599812499548054,0.0012109540159478405,1.093350195940104,0.29057776964965715,0.06309816096130015,0.9562225732283339,154485259.2636447
base,target,target,25,100,3840,67594.73359000283,11189.361437206919,0.16553599434352695,14507.473321634501,0.0026961257239726073,0.9986508709669608,0.0006239536406392711,0.001349129033039187,1.1110139476660121,0.3291950363722305,0.07148379388319999,0.9485181446080954,163091495.06084886
base,target,target,26,100,3840,68675.07668879881,10971.016136866827,0.15975251380616579,14356.249670876277,0.0032513937946689656,0.9983745405864526,0.0007298476821948796,0.0016254594135474143,1.1491035455531586,0.40765612903520937,0.0885214036770157,0.9324806933573849,158146569.95831034
base,target,target,27,100,3840,70825.18523204744,12949.93034464935,0.1828435789079967,17000.49957226838,0.004574455020875451,0.9977057380492076,0.001097081978707894,0.002294261950792409,1.1602087414042146,0.4236382882316009,0.09199188545096178,0.9279167849335299,220660000.9455594
base,target,target,28,100,3840,72115.2714930567,12132.017130427677,0.1682309014339044,16000.755461591136,0.006102360661081345,0.9969494770943754,0.0013278894898782361,0.0030505229056245753,1.2994303704074623,0.646810517429609,0.14045311927833312,0.8755267489055036,192285094.34302822
base,target,target,29,100,3840,75782.2105273018,12666.344949750446,0.16714140246921388,16792.86148184443,0.007464493177689993,0.9962710704588456,0.001523516717028771,0.0037289295411544465,1.4121992163262669,0.7908483641535353,0.1717305402870469,0.8384805032850627,203053699.57823238
base,target,target,30,100,3840,74770.6605918227,13231.023249125667,0.17695474594446312,17561.116940531196,0.009101814666664251,0.9954470934854751,0.002112670034130673,0.00455290651452489,1.4426824262700129,0.8294735557280011,0.18011789406867013,0.829304964308408,218663457.54341042
